"x","y","z"
175.269126002083,-66.0648236509294,-53.5199480987027
449.261546153293,-8.43977525481908,458.386629879314
-7.0200282742091,-81.8735083499527,-475.481732035779
582.658855496275,-170.354880441844,-376.478180052868
-359.825555773382,14.1616556106303,113.236243351722
164.549916757442,-16.6785192284128,96.9416265759841
-23.0343911238079,-9.96858588191647,30.368663911073
-119.352927524456,-216.507681617094,420.011946356141
390.151612368257,-29.7476347820789,32.0463216715828
591.341953173064,-111.264615256486,-12.1525981638988
-54.6633774594059,257.599770290129,249.483167894202
29.9285467734497,-67.8370667280743,244.609687254253
-45.6858855965438,-328.25146174252,-138.663827350257
92.1199277904647,49.7943065043824,151.009886782583
113.087511552203,109.932959387536,187.176202653287
15.2189213990272,-218.168506140698,391.961927914821
268.262258148146,-139.346397494314,116.368626690188
196.203982573993,-151.732814883675,247.927332319509
-167.341614766973,-391.254449374829,-369.675660837148
110.664794899338,-21.0037909189827,36.8865788362675
-40.6937005659194,-553.010160394252,260.06033170013
274.055733337722,-225.754049334904,474.705888311375
128.153298954901,-62.5333404274284,-66.7874786641973
-5.67647887748825,126.156853823902,13.3689626591602
154.497141451842,17.2288887156735,110.116032709463
109.696494203342,10.3830154821721,197.291582506851
65.5118623155613,181.314039899543,113.993465717569
236.220884003733,-155.999646132188,190.395431645323
291.702643199615,-3.04993444936261,-30.7565352706125
13.4987607565525,-49.63972032,61.5478934161101
239.09469944917,-6.65910867232226,43.8472643448632
-3.34339453482173,440.8068119032,226.689561636963
147.455077818292,-33.0422617798613,64.6775349612199
165.451266505553,-129.698375993807,-46.0431853691699
102.947498559712,19.8760660689542,178.098266432559
190.551516782243,-287.05476708987,-125.118071010834
162.774139345473,-32.630066204417,50.6331740938709
165.848933199929,137.178322674463,94.1134207997261
237.469865243772,-57.0231722779388,-30.0239010548062
-3.89331645810665,154.275686637701,-218.869281635424
151.942142942453,-335.217340185349,42.8938107679242
87.0768968000809,-200.603183790334,115.884872826326
222.142518864491,-166.159887263848,46.2081600118311
-113.633595876433,24.0953944899414,357.367523906148
267.725672474705,-216.192778310395,-18.5176668718602
69.1532554367106,-48.8907563083433,48.8456158947198
479.16332003765,-274.163643470818,-243.081262277615
112.656877253214,44.5891730558892,-160.601242785023
41.0963664358941,76.8076364203127,186.979194386041
180.638110615553,83.0065745497272,5.78019681828721
136.402933699249,-76.9878861983041,120.995049543849
-274.542977859618,-149.534245162655,-376.8484577739
-0.0547240949749437,-378.022061470223,5.08860703200519
-9.89320166978627,114.367878774382,334.657306008689
30.0010718338118,-478.728055584569,-224.149842525233
-31.77843416731,-196.89653528893,155.074393951729
125.583906981907,-119.991317417049,70.2940864334982
212.844379208685,-33.9141439155809,68.7988434566848
111.108849610811,-69.5226064476128,133.824380540194
138.389772639415,-174.991597547418,-193.561380570282
267.854685726483,-144.26687419394,-188.185984607402
188.049797979722,226.052030779054,133.433156573293
224.380758946932,-115.813917169942,-16.6260962511848
274.011032640184,83.2829138453038,150.830384167352
343.66271693045,-193.46712654982,-151.857653390567
10.1884703061074,276.889419954671,469.26902257535
-284.457019145397,177.844773586794,73.4752297641938
105.908032651493,-535.685916545104,374.397661015683
145.948790718764,139.499926614157,94.3579028619117
172.310523624367,-12.5330391954577,43.7001806584838
189.954034947401,-31.16282585942,91.5641252684159
-455.817258417952,32.0148593069252,191.182407404721
97.7731638734436,-42.9642619285751,68.9613910791431
218.429135280115,-194.580774532924,-4.02991622647289
84.6123045308877,390.660452415102,476.694231365559
-346.551553462707,131.546288829548,-119.241210625245
269.461781646323,-69.7023867996349,66.9499328865021
134.739855506384,-37.7272148906729,43.2144244239542
153.361660459789,148.771502119457,66.9498650624179
145.001583462387,21.7532742101802,21.6841183664245
-84.148610546176,289.232561590136,244.105298895149
-24.5789514514668,-484.332309135838,172.830204094022
1.29052867639376,-46.9619125885478,124.383022985033
-212.866643226288,-153.057774687508,228.434085134411
193.123370779389,15.3570011865734,27.7716847560084
113.566046472431,14.6387706980669,90.3702378110024
234.070624151933,298.297541433681,24.7192970113923
-160.445183529481,-258.624774854362,111.732488115367
344.332360020884,-262.929050719514,-287.291705417306
149.302813855303,-16.5572038798473,96.2923119438224
178.630946572642,-205.931194955372,23.6118004352548
-423.119717894829,-168.094807569134,19.5326288552638
135.812082803673,-27.3853561584958,61.1561067304371
174.707884567569,-100.21492054733,53.2277696661375
157.009928822651,-43.0290112949179,62.1190276562273
-101.98945533831,-112.365226331642,65.7619524141905
-28.7448156610138,-66.2788467104866,105.555314005519
533.005700146167,202.55147659634,100.716327160386
158.893189746866,-147.428862782883,-100.911841320137
-104.15459791188,131.86962050428,41.9003040390292
63.3573813334254,-60.0601596842987,-329.170360875884
139.568021028502,-7.9096961277034,55.3397850391408
236.840096217338,-136.304591854809,37.4963646955721
144.655383076682,-28.5214295390751,49.6731816463499
196.216127216186,56.4354479277851,-99.0298442100107
176.80197664353,-41.788150186701,46.7164137694292
205.912960792654,4.3198999349181,-174.45938539131
167.974468699338,97.837990865571,58.4641705957621
-328.205339930915,-407.609820447269,-234.471351625632
229.56065628148,5.68093324298978,108.235249906325
171.722894869288,109.844559809063,-148.738127552035
127.250046242446,15.8053390663083,62.6403458412977
527.427070559926,-258.991874119661,463.417087335215
272.179904676688,-18.3507285483031,-60.6995671376276
161.381467520996,-14.4039936444807,40.4231061896996
456.098387407836,238.626748427546,-103.657360487836
54.422861815097,65.5661108849405,85.7092903208206
215.943490717389,-176.284674537285,17.5044508259547
91.6266995565685,126.522107838974,347.520224008058
147.743936955063,-54.5667032807885,48.1117896366595
177.124433577615,-38.9380207990192,-89.1659890729801
-178.465489345394,-26.2144096091746,594.255017672
114.526621059894,-130.822408577487,-9.80607920066488
46.9995073994057,28.3770947353793,97.3313966047737
142.225225668098,-25.9937557517973,51.9244084339656
94.8778381538366,-24.2814768999105,76.6315590573658
161.68050196954,25.1534027666814,-51.1138617752636
-98.0625657514339,32.9486118062246,54.4355245404094
-13.2391203714312,25.8529735341102,-38.9522787389499
-59.327009966091,179.571329012207,-199.518562035432
173.115927707343,-29.4384233306555,30.5395408518041
303.926920615733,-335.259918923353,50.4680532577814
-167.544448942604,-187.469237985824,46.4165642496508
-7.01238610750286,121.846711252778,9.95803522018105
