"theta","phi"
2.0589348976892,2.187958440017
1.82942202776433,5.96235441386795
1.42456904142926,4.06320518498813
0.61561999249568,0.221656746493201
0.648849778934245,2.60951996500377
1.2433822181706,3.31782895947647
2.63918859321511,4.45314507591549
1.18742876772679,4.88858538664367
1.80471635674928,4.09626575697366
1.000735996368,5.21658760824706
1.57539785886332,4.07496578384714
1.12049480747941,3.01489721265042
0.180175881054359,3.11057951445378
1.81308970131615,2.3868098853093
0.982565058082101,2.83048347996966
0.51678843940796,5.1160946349285
1.26259255987652,0.926650736414089
1.80058505983788,6.12480168403737
2.90963980749814,2.20304543078215
1.808245443423,2.47525492656599
0.738644776033049,5.97500140795745
1.89578917307887,0.670091154957715
1.58371407195417,3.34931856664215
0.856948958172307,4.49070532058759
0.94161911703,0.959996204380961
1.10691582157509,3.93738853064232
1.74919220709389,0.360483169353806
0.873832421634243,5.35118560098801
1.27226125820002,1.33609011257899
1.4645237786593,0.857576796167221
1.51132211074184,2.04118787751966
1.08758245094375,3.05156784659809
1.61557204256627,5.38784105862352
0.763502020848137,2.33032999468372
1.69492059389782,1.97418832146208
2.10645253614763,5.20583491605713
1.53351916770151,0.407782097715454
1.24083107720966,4.3319883949677
1.75823152020224,4.19748573913506
0.599262439231671,5.68343420710464
1.99631499653017,1.89559472415757
1.26427815288901,4.97866255732511
2.07597801196978,1.41139511246593
1.61371900884428,0.193249235617776
1.00910155164081,5.41631962196714
0.721762101151822,5.91923123009426
1.89848349231814,4.24651441744488
0.824559183624758,5.29748012864809
1.88244995226229,2.27384822567133
1.90969662150449,2.46530756492702
1.61811148894098,3.56688511560792
0.669073501948156,0.597858487845766
0.754405320859428,1.21758123143126
1.79263223563778,3.69493012041919
0.982864388651562,4.72183994758684
0.399550371609906,5.44902200577554
1.70185219662587,2.33606151315018
1.13180200871849,5.01909984106029
1.77216574203805,0.366400134630589
1.92761567687751,3.91716208922699
2.36512202749225,4.21858294011245
2.11851521830956,4.82639455495734
2.6511644317898,3.28138269473754
0.718888113192007,3.31184306588855
0.979028207312965,3.15261854426811
0.934006314167766,2.63877019276459
1.66036714159549,2.2763872501976
1.75161182432414,0.775526715503449
0.89983336982357,1.87340414113357
1.35935782740572,1.73840965516852
1.2561839931873,4.83946863773965
2.04820564652705,0.903442129179583
0.17127579811871,3.23914633482933
1.30053163574014,3.75257264324449
2.18167046839111,3.1783054561511
0.558315031890616,0.073888592362168
1.3719669214053,5.77633187213956
0.3099743647004,0.499134312684744
1.0887593280766,3.18792646271035
1.12504919171408,4.95802679289412
0.18092738671448,5.84174885073358
1.60210239149289,4.71793193017365
1.03602780885408,4.07158856138941
1.66313651877661,0.460223655648266
1.5484549007185,2.66129603126189
1.37818356291581,4.47503888698917
1.42048657737903,4.55210853912382
1.28117328762176,4.92034777975484
0.540929543192841,2.75302411962496
1.37333069616454,2.71091787311364
1.44869163577794,0.172774269290387
1.5187173405408,0.920875217760555
0.244780891838802,2.65524368754606
1.55551208705007,4.82006502191259
1.19654459499743,0.0299484595421217
1.36629139266655,3.79250358031116
2.12029837084635,5.68990973791077
2.27804718112768,2.09610527069524
1.05480593369819,3.6334672133624
0.753805065595333,0.32418297552217
1.33944819832874,4.5854892956006
1.45622677004916,3.44425629288238
1.51150037977967,1.78113983916649
2.58573559819627,5.21427177381755
0.659680297855514,3.4075976504742
0.976447002747336,1.70508118192098
0.70557613603582,1.28950397642228
2.63085269741022,2.96917020731996
1.90606724593239,5.24971410663583
1.10688227506996,0.763227920786426
1.30691628074024,3.12076527614878
0.778078851555073,3.4636936567666
1.7898248289161,0.807795686424184
0.658532953494407,1.20824206042873
1.2779991026313,2.73256119896504
0.633157560673,2.81755285971171
1.99603662389386,4.88294595301863
2.23633099033361,0.994124162358826
1.56411730567529,1.29525104131917
0.716490681214495,1.11809083390829
2.24159621129898,1.03604162806953
1.02838103729482,3.55168973285352
1.10515293580257,4.56901310758695
0.479014367139874,5.50356132240271
1.1335044408775,2.99998983165245
1.79485616588313,5.15397120345104
2.49518674533842,0.104377598671661
0.546008219197498,6.25875063561744
2.01920824145835,3.98916190366826
1.3886443992324,2.69219021760305
0.821649760073342,4.73332895570443
1.94343323239813,1.31088592855213
1.53719633218545,4.59258675676977
2.05115672389596,2.96872916385159
1.53363549967596,1.03933386669019
1.44489813014368,3.8982636263273
2.40637725260677,1.83677232571714
2.0797511315272,2.86602303978641
1.1197910064248,0.286759607317242
0.395458915192153,1.11628171041389
2.49762220307628,0.36399791781433
1.01638207871901,5.93390450323784
0.460269751332562,2.1535207618009
0.879846588669755,3.25437941551971
0.435377483474496,3.24290219559601
0.433585309150443,5.06765176168267
1.89656971603427,2.18821186277879
1.55054452939262,4.68166506015295
0.558715080886762,1.71691332039989
1.54887517447732,4.25438310854459
2.0768821942077,2.18621841892099
0.784129907589604,0.199259937370488
1.8813004010992,2.2216450882754
2.39958799526339,2.43236923876495
1.82453665525101,2.24276515173653
1.18180456045525,3.43274051336394
1.71201643832317,1.5251363743146
1.96829524975526,2.19249260538604
1.41343985682783,3.48266500517084
1.71378231179931,1.38245409877368
2.39590283445654,2.30576067906739
1.65068839636591,1.92074739298719
0.482335286391633,4.57309363668879
1.01931711236075,4.39652550294586
0.524010121268529,5.71808144394684
1.62947299601062,5.31307789287186
1.36210874471349,4.89174024409044
1.60082147675321,2.51857353864006
1.5737672697362,5.48506275547458
0.516844543255327,3.17634545313767
0.958093152952449,3.07852594797979
1.15389949574003,2.97860743479551
2.30493065523924,2.73314890874837
2.62820336081039,0.246608489376303
1.03629585980659,4.04845116754409
1.32758563157952,4.49604131867047
2.63741470940586,5.94739145661215
1.80962766270753,0.319097348553965
0.998606838934736,1.4760194498604
1.51614757558813,1.66266044020681
0.706500780614086,4.34671777101962
2.37856012421203,2.49886107301103
1.93586747972769,3.07893939935027
2.33275076740919,3.96499621885335
2.39726512928166,4.54528334602713
2.39966431674188,6.11810520578789
0.272403885007946,5.11329254115861
1.1994342157129,0.0712525339426111
2.43749328673738,2.85632832409973
0.53844360770789,6.2245004303532
1.21597325285508,2.08730523620705
1.64776862973718,5.65032717284092
1.82302934350549,3.0958248957504
0.188968934066433,4.9318950617512
2.2748313265527,5.04614579652432
1.77123629174083,2.07764886799198
0.819340248193788,0.54005182414905
1.11538920752699,0.0823707801021912
2.0550814805332,2.10955197334152
1.58079320364977,0.749359801180722
1.8673557116285,0.234442455937891
0.352774840998294,0.0601413419740092
1.31870639396783,1.01533840409715
1.23530144665777,5.22697549987016
1.95521541687025,4.81821512689133
1.76055384832361,1.7139292761939
0.125343818893473,1.18226487487754
0.781064189902807,1.41850344311643
0.434461614721831,0.389371302946239
0.896164057338096,0.376364313975797
0.971133413500717,0.930890787954969
2.05357690071677,0.458596412369909
0.234532116504278,3.28272098975147
1.99631021785971,4.95888769824
0.896608491968005,0.418309642424234
2.57866557815509,0.112831849065124
0.34721406343323,5.56204091232379
0.205300997957964,2.04367523177938
1.48643545093086,6.18780822714137
1.21073876815614,5.61447398825758
1.83549772198726,3.15383609733837
1.10312314367963,2.69138358505499
1.59850166240428,3.83284366923207
0.276429018070961,4.61816411218072
0.801312890714807,5.84708148410488
0.687369901308269,5.4078821556328
1.62696439408088,1.96058264643396
0.830057756688481,0.331355616051439
1.39583476855941,2.86727641825751
0.831910732586167,2.6129269973432
1.1618431194354,5.72807414434292
1.44612000356854,1.11781687616542
0.541441909004789,4.0351532144081
2.14012551649131,5.49328206122451
1.73104957333045,1.648910094284
0.753037380439932,1.17928694274328
2.2726193336513,3.07164184024621
1.58415926721676,0.0617039403653614
1.71183673363289,2.26467388457462
1.44191211811342,2.77818383971972
1.25315723216214,0.789979996489188
0.293945741300431,3.92299815220816
2.115748050686,1.5056851112457
0.935181765793508,2.25333726131876
0.845518420129921,5.61032158452758
0.385464108522329,4.60193810656531
2.35371902849082,6.23787152939314
2.36420185615718,3.39159658899434
0.553937437790602,2.72565685614859
1.55672465724129,6.06122345595469
1.24544463024991,0.15237659331388
1.2474352635146,0.865384896125926
0.430502220955455,6.21302470260593
0.650638897453393,2.50476477693542
0.479134828791577,1.18068476243094
0.973952116418991,2.06187740272715
0.493632644021595,3.3161510772888
0.158288868100931,0.840278696889096
1.8599994265577,2.75542851033749
1.05265058127258,3.90056336134335
0.944907253028004,1.27493628646523
1.14645785608056,0.843013544703628
1.96480726751492,1.77271463354857
1.17013813520135,1.20171860442632
0.869005162333916,1.66841641720064
1.70173487952287,3.33517000856649
0.525359187223209,3.63471309145251
0.827432552920623,5.27350198261634
0.70922534864948,4.11199905324289
0.512696563385887,5.93464658745148
1.81571880677944,0.533574751427259
1.49499390855811,6.25032744882647
2.4814417853926,2.52234779560158
0.923069244454974,5.62751165169431
1.07095818132125,5.50946389110268
2.68080372023391,1.86286892634531
0.571601488613396,1.67076750795587
2.73114713061917,0.0359872127490031
1.99546225017401,5.14971012246277
1.56909535143946,1.09743169497223
1.7252120298986,4.80047568863537
1.84094297320151,3.26058416604105
0.484279452279242,1.71333229150995
2.42272647429023,2.15640890002345
2.60593793304382,4.43011901745059
0.380082380225127,3.71672591305572
1.83325440957302,2.11351654570473
1.41382870380867,2.24423054799903
0.227631944577117,3.22338767594936
1.3616909953867,5.54803214631103
1.62002036180139,1.02408744126109
1.68814719951593,3.15187473381113
0.50157268622162,2.56174797135991
1.12445679718734,3.6592520193345
1.61843831047868,3.02199624353069
0.426803873327089,3.36063536150637
1.1317457898873,2.78131972311899
1.77797950071823,5.6948622012979
2.44115283719205,5.53575254800504
0.756473277167144,4.72615396719164
1.69919604278212,2.53204326761691
1.17682844304653,0.503718454261213
1.02321167397656,0.732422066901817
0.465414454363853,1.02546376336757
1.39302305311345,3.33991449474195
1.56629468103863,5.8420564907023
3.0558492221226,1.01030246221567
0.714904080128213,5.96719083566719
0.498557098106222,0.0126872126333315
1.99775295378861,3.89050186722459
2.30682088342533,2.52901929598778
1.70312045045433,4.5646529533976
0.805859388901799,2.38392352599513
2.6674213855758,2.42998837908973
1.46222905232301,2.12259021755672
1.18472645714625,2.28979285362337
1.23800185273305,0.206806818676958
1.7676715479341,3.18823181760104
0.796652420631046,0.707440332735171
1.03178259047575,5.69459724927872
1.50554759962855,2.59708523740174
0.725301697460625,2.97669540525466
1.09782434144974,1.88269758863154
1.12277947759905,4.4263709803698
1.27433833146993,0.086961424349522
1.90642039303433,4.09953456549837
1.29135629329917,5.85379687203345
1.13960828542876,1.59446595949582
1.87852972978668,2.58263024772768
0.542626983366421,4.02198006427638
0.9162725043869,2.17664261945622
0.416526517962087,5.90248007492426
0.156185895722784,2.41204717517229
1.35627270964419,1.43624273654349
2.03161756143556,4.3110875541695
2.72275794987607,3.18867563183625
1.83317694683621,1.93570016101857
1.32477548082307,4.86763833226335
0.424240719770393,5.01237149460337
1.25907350261047,3.08505132040489
1.9203862531002,5.23337923797155
2.22144989687648,4.765313223749
2.44856512735131,5.66835401598272
0.127121340201529,1.74949019900336
1.44650033680977,1.70912527412222
1.08666912947887,2.07293797626729
0.735327485800035,5.42616293940939
1.42594984652614,0.690257878594131
2.93109885368987,2.52745464219653
0.622144557862788,2.55144506211095
0.998805255221778,2.74248004101605
2.51820975824121,1.66963208895825
2.69215792530112,4.14407495408719
0.873268841797965,5.12742795784117
0.851774967397999,2.6463792861253
2.39549660938763,1.81339091128452
0.618786691790909,4.96241410908345
1.16756342829373,3.29373979698045
2.11395372876847,2.01083922649653
0.414611125786436,0.653604777719643
1.73485327713627,0.498023322956134
0.856037169061843,6.14846255532192
1.22866542089616,0.156204324319955
1.75528558243512,1.40101355088936
0.815945796074274,0.766708826100104
1.07627436778404,2.42053069416777
