"x","y","z"
-0.0352118940547632,-0.170671688414403,0.956711486787548
0.0172583306221446,-0.0876872646833009,0.937725677866892
0.607204156391655,-0.649128971846907,-0.299491015015406
0.681941801634286,-0.647720419491193,-0.293383612634043
0.451116238354175,-0.743101839862391,0.265281899344862
0.363252724693446,-0.823913902326429,0.302354982943335
0.390172697964837,-0.81652213696018,0.278483420144521
0.455682208285748,-0.791492077061567,0.349771568942105
0.970426122921854,0.125167485743592,-0.0310566144720754
-0.504836093759599,-0.818096244376009,-0.18232584028889
-0.504397058382714,-0.748507971902332,-0.210295101667536
-0.470756374934422,-0.655449476714678,-0.446303156411766
-0.454052510833975,-0.701969175142921,-0.502711476562779
-0.553783195904805,-0.707951113966491,-0.427591526727771
-0.470032898396001,-0.816282748154061,-0.305324704369222
-0.562829849633509,0.805740767748104,-0.136781139289107
0.0158785816312307,-0.962932318545431,-0.0897548169539484
-0.475427990981723,-0.241761974248432,-0.845839694304725
-0.422866709446558,-0.195297513227372,-0.819318654630468
-0.52940715477765,-0.228112384739855,-0.762773825368442
-0.852926783058384,-0.362343218567444,0.0471648860751995
-0.937409970763037,-0.282548454875047,0.0932125427206239
0.135311104223588,0.865669610614405,-0.476413277234774
0.0467429756797331,0.834712605247446,-0.393815756539845
-0.738567693641341,-0.00204636413558762,-0.612362062251421
-0.712519859085876,0.0445371164205853,-0.665054468291037
-0.106572936643404,0.594901404138165,0.728524574193345
-0.194938767786787,0.511469607266213,0.75777547430012
0.823704143663127,0.349150635962832,-0.311717565059884
0.779770159718669,0.424336733289553,-0.36087909294038
-0.506615429424403,-0.353352492872463,0.76938216405574
0.546466476279788,-0.532516686686737,-0.605499878559519
0.582936546737805,-0.442926653471442,-0.630868361156427
-0.229016130966558,-0.934342938298485,-0.219226629991942
-0.158646294920284,-0.922870780926993,-0.195956997849079
0.562352730069029,0.467368821612103,0.680031855720815
0.0409962492611864,0.83190605518945,0.393803118893959
-0.0538016078693945,0.685038924306227,-0.618646799755505
0.0182463138114545,0.704797277822415,-0.612035865797311
-0.0196721621199265,0.410500103465798,-0.885550092779746
-0.889596946232464,0.421179642544495,-0.0934907668595779
